Postcode,Latitude,Longtitude
RG23 7JY,51.249621,-1.1777299
RH13 9HE,51.02351,-0.35220763
NP4 8DH,51.7128,-3.0397823
HP23 5RR,51.802342,-0.60278207
G11 6RH,55.870948,-4.3159506
DL17 0DA,54.674856,-1.5301948
AL4 0NS,51.73876,-0.25734945
SP7 8PE,51.006584,-2.1939581
B13 0QS,52.421358,-1.8789227
CA10 3NL,54.528932,-2.6768813
SY10 9QF,52.796641,-3.0752965
SE15 2LB,51.477079,-0.057754676
IP4 2RU,52.057346,1.1708999
S71 1UF,53.569809,-1.4701634
WA7 2ST,53.338798,-2.6918694
CF71 7QB,51.440492,-3.5509721
TQ14 0DE,50.540112,-3.5084394
L1 5EA,53.398802,-2.9767339
PL6 8UD,50.40958,-4.0961956
IP25 7LA,52.628852,0.89446149
GU1 2RE,51.246267,-0.52943297
AB45 2LT,57.676737,-2.5774458
LL32 8DE,53.281069,-3.8300406
OX15 5NQ,51.99541,-1.4830979
E1 7BS,51.515432,-0.076806084
M27 8FL,53.519776,-2.3336393
CB23 7BP,52.187482,0.021215189
MK41 0PW,52.152641,-0.42740011
BL5 2AR,53.544128,-2.5336196
EN11 0RH,51.767017,-0.008507239
SK14 3HW,53.45018,-2.0402851
B69 2LG,52.513911,-2.0597528
LS28 7LB,53.795667,-1.6650861
PE16 6BG,52.455921,0.049265104
AB39 2NQ,56.966069,-2.2291573
WR10 1HR,52.108641,-2.0876946
CM6 1QB,51.797762,0.31132402
TS6 7HX,54.576133,-1.1465316
PR7 5NP,53.630401,-2.7097129
NP10 9BU,51.583456,-3.0407667
HG3 4JN,54.058859,-1.6961249
FK2 9DS,56.002,-3.7638488
TF3 5AJ,52.686672,-2.4754222
KT21 2DB,51.313452,-0.31033159
DG8 0AL,54.944104,-4.8539282
SA61 2AD,51.802984,-4.9693657
BS5 0RB,51.460586,-2.5745372
SO41 5QG,50.78284,-1.5361513
NE70 7QE,55.598525,-1.8310918
YO62 6AT,54.27068,-0.93305216
SW14 8AG,51.464951,-0.26618781
S45 0BN,53.165843,-1.4792929
EX31 2BZ,51.072439,-4.0773095
CF40 1AL,51.621742,-3.453786
TN29 0NH,51.024427,0.9946966
B91 2JD,52.430866,-1.7825757
PL19 0AA,50.549153,-4.1440243
IG8 0HQ,51.60794,0.034031417
GL2 5JU,51.851152,-2.2684347
AB10 1HW,57.147781,-2.0980019
LL13 8NL,53.040738,-2.9873077
OL16 4SZ,53.603439,-2.1461246
LA23 1EA,54.378487,-2.9058456
DT6 6JQ,50.731885,-2.8185543
M1 4AL,53.479844,-2.2381108
CA26 3SA,54.541529,-3.4942314
N14 5PA,51.63296,-0.12888753
BN9 9QS,50.794137,0.049734693
CT14 9RW,51.221814,1.3863226
SN10 5NG,51.327012,-2.0040983
BA22 9AP,50.918816,-2.6876207
WV14 6NL,52.570498,-2.0675023
CR7 8BB,51.408902,-0.10591116
W9 1SY,51.525271,-0.1794649
CV10 0HS,52.532384,-1.4925042
RH10 4HZ,51.120929,-0.077631069
RM16 2LD,51.49689,0.33924861
NR19 2AA,52.682287,0.93935332
HS2 0EU,58.242803,-6.1598006
G46 7SF,55.806769,-4.3182168
L4 1RP,53.436418,-2.9837081
LE14 4AH,52.815936,-0.80680301
NR3 1AA,52.636068,1.2967162
L11 2SF,53.448142,-2.9107853
DN17 3BS,53.587984,-0.73779128
NG5 2FW,52.982711,-1.1456648
GU4 7NW,51.268679,-0.57402972
BA11 2AE,51.234562,-2.3131826
EX13 5NU,50.781937,-2.9998581
SY4 1DB,52.767193,-2.9164709
IV31 6SB,57.711871,-3.3148969
DE11 7EA,52.767231,-1.5314262
SA10 9DH,51.766446,-3.7103331
WF1 2LE,53.713112,-1.5085316
CH44 7AJ,53.40905,-3.0239348
TR13 9PJ,50.109018,-5.3340089
PO21 5SB,50.788253,-0.70145422
SE21 7BN,51.451207,-0.085608778
B15 1LA,52.472804,-1.9166608
LN1 3AE,53.234899,-0.53878298
OX7 5JB,51.933556,-1.5518195
BD5 8NN,53.768586,-1.7631104
E8 4AA,51.541523,-0.075965815
M50 3AG,53.470752,-2.2930615
ME10 4AA,51.339243,0.73457913
BH12 5BU,50.746426,-1.9114335
EH12 7QL,55.938088,-3.2915776
SE5 7EW,51.478368,-0.084702111
B24 0TJ,52.51757,-1.8169271
LN3 4DN,53.251012,-0.44248477
PA2 8EL,55.82298,-4.4314515
WF14 0EU,53.685583,-1.7181519
CH6 6ED,53.269549,-3.1721642
TR20 8DP,50.147145,-5.4767618
PO33 2RE,50.727072,-1.1629784
NG8 5DB,52.977046,-1.1903808
GU8 5LY,51.155162,-0.64787027
EX19 8HQ,50.856106,-3.9450157
TA10 0EP,51.022893,-2.8662734
DE21 7JQ,52.921768,-1.4046728
SA14 9AD,51.685017,-4.1173338
N2 0PE,51.581947,-0.15794606
BR6 9RZ,51.36748,0.080766138
SN2 2PF,51.580815,-1.7984564
BB1 2NF,53.728576,-2.4484829
WV6 0QW,52.594236,-2.142886
WA14 1SF,53.388553,-2.3491209
CV2 4HJ,52.410614,-1.4843171
RM7 7HL,51.578332,0.17369173
PE6 7DU,52.634758,-0.35104365
HU10 6UA,53.744832,-0.4305284
G63 9PT,56.03305,-4.3878399
LE18 4PN,52.576353,-1.1329532
L20 5DW,53.459441,-2.9931115
DN22 8LE,53.382615,-1.0119821
SR2 0ER,54.875291,-1.369034
MK44 1PF,52.225503,-0.54276078
BN1 7GE,50.844043,-0.13018546
SK22 4BS,53.366278,-2.0009526
LS9 0HH,53.801237,-1.4926835
PE22 0LE,52.97442,0.049332566
WR3 8RN,52.229504,-2.1905235
CO1 2TQ,51.890391,0.91756032
RG12 0TH,51.395554,-0.7373181
NP19 0JD,51.582446,-2.9620998
HP13 7HA,51.628031,-0.71320593
FK9 5EY,56.135458,-3.9277314
TN12 6RB,51.183349,0.3574654
KW1 4YR,58.639286,-3.0720107
DH8 8BD,54.84377,-1.8532515
DH3 3AA,54.853923,-1.5739725
SA71 4JT,51.675374,-4.9153646
SO53 5RD,50.999547,-1.3872978
NG12 4AZ,52.913238,-1.1135276
ZE2 9EL,60.155784,-1.1161114
SW1P 4HB,51.493131,-0.13022499
CW8 3DE,53.257182,-2.5687885
S60 4JS,53.419434,-1.31031
CF45 3YD,51.669692,-3.3625831
TN36 4NA,50.916431,0.72396574
PL26 6JG,50.240366,-4.7894827
IP12 4SP,52.071091,1.2727248
GL50 4RA,51.916116,-2.0868963
AB24 2EU,57.170556,-2.125381
LL18 3ND,53.322991,-3.4816222
OL8 3HH,53.51533,-2.126774
DY13 8BE,52.339448,-2.28
M2 1BB,53.481662,-2.2417526
CA8 7LA,54.921828,-2.5458203
ME7 2YX,51.372405,0.55823056
BH6 3RW,50.726721,-1.816816
EH47 7AR,55.878331,-3.59104
SG4 9RZ,51.946001,-0.26921835
B45 0JA,52.403016,-2.01608
LS16 6LQ,53.848518,-1.6036969
PE1 2BY,52.584432,-0.25103962
WN2 5RZ,53.508069,-2.5922729
CM18 7PJ,51.753176,0.091971491
TS19 9BX,54.588102,-1.3419726
PR26 9RJ,53.666236,-2.7765751
NN3 8UA,52.257204,-0.83675261
HD4 5QU,53.634728,-1.8152787
EX5 4NN,50.827783,-3.4209976
DE7 6JA,52.967098,-1.3589955
SA4 6TU,51.663293,-4.0728535
NE20 9PS,55.050115,-1.7455821
BS31 2RZ,51.405678,-2.5116552
SO19 6DF,50.908396,-1.3339639
BD13 1AF,53.76903,-1.8414831
NE48 3LG,55.0876,-2.2192213
YO25 6AN,54.005882,-0.43985751
ST5 1PN,53.01084,-2.2265315
CV47 8LR,52.243877,-1.3218936
S35 7DB,53.490722,-1.5377974
CF31 4DD,51.509256,-3.6024602
TN19 7AG,51.008197,0.43591753
PH42 4RL,56.90188,-6.1427488
HX2 7TX,53.753051,-1.9271377
GL1 4SS,51.854853,-2.2364854
LE67 9WU,52.685094,-1.2730546
NW7 3JR,51.621003,-0.25461247
L8 6UD,53.388151,-2.9799934
DT1 2LN,50.710903,-2.4458546
CA10 1LW,54.695374,-2.6697668
ML5 4EL,55.853064,-4.0206676
BN26 6AQ,50.821442,0.2446526
SL6 3EW,51.507645,-0.74364613
BA11 4LY,51.208966,-2.3786011
PE32 2PS,52.736656,0.83154066
WS3 3PR,52.626946,-1.9930873
CO7 9AA,51.856205,0.95936979
SS1 3EX,51.536082,0.76070053
UB8 3NJ,51.526033,-0.45852376
CT20 1TU,51.078576,1.1791261
RG4 9SL,51.516945,-0.98230034
RH3 7JJ,51.231873,-0.2870232
NR10 5EN,52.75408,1.3032407
HR1 1UA,52.052021,-2.6892532
G22 7EU,55.901023,-4.2434838
LD2 3DN,52.149252,-3.4015729
KY15 7BZ,56.253346,-3.2065596
DL8 3AD,54.291332,-1.9956027
GU2 9PB,51.264212,-0.58536223
SY2 5BH,52.716118,-2.7278346
IV12 4QD,57.582766,-3.8709921
CV6 7AZ,52.444715,-1.4806825
DD1 4JD,56.456022,-2.9910857
S75 5BA,53.593628,-1.5123661
WC2R 0LT,51.510551,-0.12188831
CH1 1HH,53.191152,-2.88861
TQ5 8JW,50.393815,-3.5289181
PO13 9BU,50.801075,-1.2015894
SA9 2GH,51.799647,-3.8185642
AL10 8FH,51.749056,-0.23448415
LL55 2ND,53.139094,-4.2739833
OX25 4SQ,51.929298,-1.3090313
E15 1LH,51.55,0.00481921
M33 3JS,53.41333,-2.3084931
ME18 6HS,51.224371,0.4298568
BH21 4AY,50.796174,-2.0735591
EH26 8AA,55.828122,-3.2229404
SG14 1DW,51.796344,-0.078407429
B32 4EY,52.433016,-2.005957
LN9 5JQ,53.208962,-0.11649883
PA4 8QB,55.879813,-4.3858224
WF5 0JQ,53.673704,-1.5709467
TR8 5ER,50.40142,-5.1094756
NN12 8UW,52.09163,-1.0265411
HA5 1HR,51.584672,-0.38178575
EX33 2NA,51.127004,-4.1561476
TA3 5DH,51.011622,-3.0396576
KA24 5AH,55.707791,-4.7196262
DE55 2AS,53.100494,-1.3514591
SA20 0AA,51.993874,-3.7967991
NE10 9HH,54.948774,-1.5713938
SN8 3DZ,51.287356,-1.6522022
BB3 1NF,53.699655,-2.4755601
YO14 9DW,54.208714,-0.28682743
ST18 0SW,52.802972,-2.0035771
WA5 1UH,53.39211,-2.6284648
CV31 3JQ,52.281229,-1.5395275
S2 2BS,53.355884,-1.4489902
CF11 7HH,51.464912,-3.1835642
PH1 5TJ,56.396856,-3.4279532
HU3 6PB,53.744343,-0.37568251
G73 2HL,55.828803,-4.2115554
LE4 2ED,52.662776,-1.1418754
NW1 3QS,51.528071,-0.1429511
L33 7YB,53.474285,-2.8555839
DN4 5BG,53.514692,-1.1158669
ML11 0AA,55.633037,-3.8797052
BN18 0EY,50.819471,-0.6103555
SN11 9NR,51.43594,-2.060099
LU6 1DL,51.888116,-0.5379314
PE28 9LZ,52.298018,-0.065211481
WS10 8AB,52.568939,-2.0335955
CO16 8DU,51.803625,1.1288673
SR3 3LS,54.871735,-1.4410978
RG21 5RG,51.277519,-1.079369
RH12 2QL,51.07308,-0.3300923
NP25 5BQ,51.808235,-2.72598
HP22 4AP,51.875034,-0.91421547
KW17 2SP,58.8254,-2.9589446
DL14 9HL,54.631018,-1.7224878
SP5 2LN,50.979646,-1.7187616
NG17 9EA,53.08279,-1.2511467
SY1 3EL,52.730038,-2.7430971
IP32 6HZ,52.263439,0.7038581
S7 1TB,53.356105,-1.484355
CF63 1BB,51.412762,-3.2607572
TQ12 6EY,50.561085,-3.6642066
PL5 3TW,50.410405,-4.1514903
IP22 2QN,52.393566,0.94522789
GL7 5QR,51.673949,-1.8547466
AB43 6SS,57.586502,-2.0901502
LL29 6DD,53.288435,-3.7379693
OX14 1PJ,51.682049,-1.2773772
DY9 9HJ,52.442119,-2.1171182
CB22 7PX,52.138336,0.080994316
MK19 7LU,52.114803,-0.8272746
EH7 6HW,55.965048,-3.1546367
SK11 9LF,53.236136,-2.242478
B67 7EN,52.489374,-1.9847283
LS26 8UE,53.76602,-1.4171647
PE14 0HG,52.620309,0.16553751
WN8 6UJ,53.563492,-2.7732871
CM3 8AE,51.681597,0.55874344
TS4 2PT,54.55734,-1.2223678
PR6 0DR,53.659829,-2.6190649
NN8 1BL,52.300512,-0.69230843
HG3 1AP,53.954523,-1.4490714
FK16 6DF,56.190155,-4.0529262
KT2 5QG,51.426957,-0.29928677
DG4 6QU,55.378506,-3.990761
SA5 9EB,51.644759,-3.9457518
BS40 8EH,51.382009,-2.6612911
SO32 3ND,50.98039,-1.1302565
NE66 1SS,55.412877,-1.7069145
YO43 4AA,53.836482,-0.76762439
SW11 3AG,51.478777,-0.17061682
CW1 3YA,53.116859,-2.4573123
S43 4JN,53.274408,-1.2636389
CF39 0EW,51.624599,-3.411231
TN26 3AD,51.129525,0.75580156
PL15 7RL,50.605258,-4.5040519
IG3 9SQ,51.562998,0.11021148
GL17 9SA,51.841193,-2.5829276
LL11 6DA,53.06876,-3.0356929
OL14 7SN,53.693943,-2.1003239
LA2 6JY,54.086362,-2.8031893
DT4 8EN,50.610554,-2.4547697
CA2 7AY,54.891156,-2.953674
FK1 2BX,55.965744,-3.7497654
N10 2NL,51.605001,-0.14404509
BN8 4NY,50.972977,0.010763639
SN1 1JQ,51.561018,-1.7843059
BA20 1BW,50.941555,-2.6422679
WV12 4JR,52.600204,-2.0395844
CR4 4BA,51.396856,-0.17354195
SS3 9AP,51.530318,0.79595351
W6 7PB,51.497817,-0.22284375
CT9 4BL,51.3783,1.3833371
RH1 5AL,51.215184,-0.17008726
RM14 1XL,51.561738,0.26649532
NR16 2AD,52.43907,0.93225302
HR9 5PY,51.903467,-2.5879343
G44 3XA,55.799918,-4.2721599
L1 1LJ,53.40659,-2.9818162
NG34 8LD,53.026743,-0.42618126
GU34 2LL,51.16153,-0.97252019
EX10 8EE,50.682103,-3.238097
SY24 5JP,52.493377,-4.0514346
IV28 3XA,57.987785,-4.154509
DD8 2PR,56.628141,-2.7694701
SA1 7EN,51.647003,-3.9070664
WD6 1QU,51.651263,-0.26132871
CH42 9JF,53.376617,-3.0334084
TR11 4QD,50.146549,-5.0890249
PO20 7HU,50.790525,-0.83665623
SE18 7PT,51.485789,0.081855646
B13 0HW,52.429007,-1.8696363
LL71 8EU,53.330471,-4.3786976
OX49 5PU,51.644816,-1.0044723
E6 5LX,51.514514,0.057812984
M44 5AN,53.428754,-2.4354763
BH19 1BT,50.608791,-1.9567167
EH17 8QQ,55.906562,-3.1333507
SE9 6DR,51.455788,0.040992272
B29 6HX,52.437829,-1.9399979
LN6 0QQ,53.215608,-0.60560528
PA3 2PA,55.854137,-4.4289239
WF3 1BP,53.723982,-1.5831809
TR3 7EA,50.197547,-5.1429512
PO41 0PD,50.706161,-1.4997478
NN10 0NZ,52.29194,-0.5986903
HA2 8HX,51.563238,-0.35486045
EX23 0AZ,50.730805,-4.5765572
TA2 7JW,51.032805,-3.0942249
KA15 1AJ,55.748722,-4.637007
DE3 9HN,52.9142,-1.5381703
SA18 3DE,51.792342,-3.9876127
BS13 8RA,51.406269,-2.6268634
SN4 8LA,51.54795,-1.8929457
BB12 6TA,53.795791,-2.2750428
NE31 1AA,54.973885,-1.5194013
YO10 3SD,53.959229,-1.0497791
ST15 8AJ,52.901783,-2.1457856
WA3 2RZ,53.473885,-2.579578
CV23 9LY,52.349361,-1.4017895
S11 9PU,53.348758,-1.5224339
CB7 4ER,52.399583,0.26112588
PE8 6DL,52.608555,-0.43900096
HU15 2QS,53.762884,-0.69875321
G68 9DN,55.947748,-4.023532
LE2 9PE,52.586963,-1.1606704
NR5 0EX,52.647602,1.2349481
L27 7AR,53.388788,-2.8411173
DN35 7RZ,53.56492,-0.057455105
SP9 7LD,51.239294,-1.664325
MK6 3DD,52.018997,-0.72043948
BN14 0EJ,50.849275,-0.39784676
SK6 5HZ,53.415227,-2.0544845
EX36 4NY,51.0018,-3.7714467
B79 0JH,52.629932,-1.5821367
LU3 2NL,51.902551,-0.45035006
PE26 1AG,52.450072,-0.10801517
WR8 0HJ,52.063602,-2.2172098
CO12 3AJ,51.937446,1.2811133
TW3 1BL,51.468704,-0.36144463
RG18 3EU,51.407155,-1.2680586
NP22 3DJ,51.775134,-3.2463086
HP18 9AE,51.772182,-0.99623813
FY4 4NG,53.796663,-3.0234722
KW16 3PG,58.799155,-3.2006944
DL1 3BN,54.548998,-1.5472553
DH6 2LP,54.761728,-1.3867145
SP2 0HE,51.081129,-1.8625603
NG16 2GF,53.007242,-1.2829911
SW6 5HJ,51.474521,-0.20649846
IP3 8QB,52.045849,1.2052097
EH54 6RH,55.893605,-3.5309926
DA1 4FN,51.44992,0.18010811
S63 6RQ,53.503269,-1.3618391
CF5 1JJ,51.482841,-3.2144011
PL3 6NH,50.391109,-4.1183697
IP18 6AA,52.327357,1.6765811
GL54 3EE,51.829723,-1.8374286
AB37 9AS,57.402272,-3.3592048
LL21 9SU,53.023459,-3.5604815
OX11 0BT,51.605646,-1.2553278
DY5 4HB,52.499277,-2.1263296
M22 9SB,53.397233,-2.2587334
CB11 4PE,51.962803,0.14409259
MK12 5LJ,52.063038,-0.80988596
BL1 7AA,53.602789,-2.432883
EH52 5JT,55.932655,-3.4909607
SG8 6LA,52.095211,0.007873083
B61 0LA,52.363896,-2.0568472
LS21 1ST,53.904754,-1.6919162
PE12 0EF,52.74418,0.065416909
CM23 3AL,51.866903,0.16109868
PE2 9PA,52.565569,-0.2486179
TS25 2AX,54.65559,-1.194174
PR4 2SD,53.782871,-2.8716402
NN6 7RE,52.303054,-1.0778477
EX9 6LD,50.629224,-3.3262358
TD7 5DT,55.550465,-2.8466726
KT14 7RD,51.337878,-0.47225091
DG1 1UY,55.104061,-3.5846082
SA44 5UG,52.020806,-4.4002002
NE26 3HL,55.0541,-1.4621985
BS37 4BB,51.539276,-2.4133179
SO22 6EW,51.073923,-1.3363017
BD17 7LT,53.841139,-1.7884308
NE62 5AF,55.166244,-1.5912931
YO31 9ER,53.984921,-1.0617608
SE1 3BN,51.495748,-0.07798047
S41 8LQ,53.255746,-1.4272837
CF34 0PB,51.636166,-3.6534182
TN24 0GU,51.129895,0.88177136
PL12 4JY,50.412015,-4.2358619
HX7 8RY,53.750125,-1.9965659
GL14 2AQ,51.823528,-2.4962242
LE9 3HA,52.555842,-1.2423294
OL11 1ED,53.611658,-2.1569753
LA12 7AA,54.194832,-3.0944146
DT2 7PN,50.82772,-2.3352263
CA14 2AD,54.643837,-3.5478521
ML8 5RE,55.699616,-3.8700268
BN41 2WL,50.854031,-0.22854369
SM3 8LJ,51.367393,-0.21659155
BA14 8EJ,51.320778,-2.2069199
WV1 2AW,52.590318,-2.0974535
W1W 5PH,51.521762,-0.14378434
CT5 2LX,51.360814,1.0659489
RG7 1AT,51.406275,-0.97327102
RM1 3RL,51.57833,0.18349182
NR13 4AA,52.633962,1.4476642
HR2 9LS,52.043957,-2.8489482
G33 2QZ,55.870686,-4.1863471
LE10 1QD,52.545028,-1.3682706
KY5 0PD,56.142758,-3.2533221
DN12 3LU,53.480133,-1.2418952
GU27 1LD,51.087675,-0.73068359
RH4 3NG,51.225845,-0.36605939
SY22 6BZ,52.709719,-3.253625
IV20 1YB,57.836936,-3.8274882
DD4 0LQ,56.489758,-2.9078083
S81 8EP,53.376104,-1.0618283
WD25 0EL,51.691131,-0.4009818
CH3 8EE,53.197504,-2.7647214
TQ8 8BL,50.236796,-3.7734146
PO17 6EB,50.873254,-1.1112455
SE13 6JZ,51.457272,-0.014001169
AL5 2RU,51.815973,-0.35529113
LL61 5SX,53.220954,-4.2018456
TR18 5NN,50.099052,-5.5491517
OX29 9NT,51.836955,-1.5464653
BD21 3QE,53.867417,-1.9071405
E2 0AN,51.527164,-0.059718247
M4 4AA,53.485221,-2.2374779
ME3 8HX,51.434211,0.4968482
BH23 6AH,50.7725,-1.820892
EH39 4HH,56.058401,-2.7183384
SG19 3HW,52.142485,-0.12788984
B37 7UG,52.48055,-1.7325041
LS13 2ET,53.811767,-1.6263985
PA66 6BL,56.324687,-6.3635023
WF9 1HQ,53.613411,-1.2820163
CM13 3NJ,51.569175,0.34471867
TS14 6AF,54.534906,-1.0542623
PR1 9XD,53.749398,-2.7320534
HA9 6BA,51.553055,-0.28614982
EX39 4HY,51.050861,-4.1801606
TA6 7LW,51.124496,-3.0222849
KA3 7ET,55.610943,-4.4754256
DE6 1RT,53.016786,-1.7316029
SA33 4TY,51.750126,-4.5324423
NE15 0BG,54.997072,-1.7944677
BS25 1AA,51.313546,-2.8317353
SO16 4EG,50.927138,-1.4482798
BB7 3ER,53.966033,-2.4424784
NE40 3HQ,54.972731,-1.7613958
YO19 6QE,53.834459,-1.0583185
B74 4LT,52.598881,-1.8475045
CV37 7TB,52.137638,-1.6078105
S26 2BL,53.361183,-1.3096428
CF23 8NL,51.536202,-3.130465
PH22 1RH,57.191352,-3.8286766
HU8 0TX,53.771049,-0.28900968
G81 6DN,55.923759,-4.4173999
LE5 6DN,52.621149,-1.0756547
NW3 1QL,51.555519,-0.17641095
L39 4SX,53.559617,-2.9029883
DN6 8DR,53.585467,-1.178682
ML2 9HF,55.790141,-3.8852573
BN2 8LJ,50.801051,-0.036419884
SL3 8QF,51.48825,-0.53443748
PE30 4DJ,52.760415,0.42415478
WS13 8ST,52.712177,-1.7781916
CO5 8QA,51.776681,0.9111438
SR7 7UQ,54.827646,-1.3423341
UB3 5DS,51.487484,-0.43618806
RH17 7RH,50.963439,-0.07377164
NP44 4TA,51.644664,-3.0475732
HP4 1BL,51.761602,-0.56781421
G13 4QU,55.892566,-4.3658768
KY12 7DR,56.071235,-3.4600974
DL2 3SE,54.536493,-1.6780167
WA10 3HG,53.445893,-2.7594051
NG2 6AP,52.933626,-1.1292985
SY13 2DG,52.898679,-2.6650943
IP6 0AA,52.10606,1.1117557
DA2 6JB,51.435004,0.24516573
S72 9AH,53.607441,-1.3903011
WA8 8RF,53.364257,-2.772033
TQ2 7HP,50.480278,-3.5609677
GU10 5HY,51.19009,-0.87665324
AB53 6TA,57.512909,-2.1938715
LL42 1AN,52.722772,-4.0550649
OX17 2RT,52.104201,-1.189559
E11 4JT,51.555772,0.00541924
CB24 6BW,52.242508,0.16244435
MK42 0PY,52.122984,-0.45573101
BL8 1HS,53.608707,-2.3136495
SK15 3LW,53.503692,-2.0259231
B70 8AJ,52.515607,-2.0015479
LS4 2HQ,53.806664,-1.5831514
PE2 5PW,52.547788,-0.27762831
WR11 8TJ,52.114152,-1.8896705
CM77 6RR,51.875012,0.50783344
TS9 6BP,54.488759,-1.1325288
PR8 4PL,53.618155,-3.0155953
NP12 0DL,51.673047,-3.1842107
HG5 8NT,54.001496,-1.4191296
FK6 5JX,56.008531,-3.9082182
TF7 4HG,52.629584,-2.4413538
KT3 4ER,51.399484,-0.25515098
DG9 9JQ,54.807818,-4.9621001
SA65 9NG,51.995399,-4.9795406
BS7 8PF,51.480696,-2.5881534
SO45 1WE,50.81736,-1.3721669
NE9 7JD,54.923623,-1.5745319
YO8 5RG,53.825071,-0.96085805
CW3 9SD,52.977241,-2.4020884
S5 8NP,53.420917,-1.4873334
CF42 5SF,51.685966,-3.5517976
TN31 6AF,50.995766,0.60112064
PL20 6QE,50.544657,-3.9915776
IP1 4AX,52.066621,1.13147
GL3 2AB,51.888008,-2.1829571
AB12 4UN,57.056572,-2.1404926
LL14 3UY,52.981554,-3.0640653
OL3 6HA,53.547342,-2.0063758
LA4 6DA,54.078002,-2.8389306
DY1 2EQ,52.498807,-2.1104636
M13 0TZ,53.450158,-2.207935
CA3 9PS,54.907313,-2.9526834
N16 5JY,51.57073,-0.079206249
BR2 9BE,51.390631,0.015265638
SN14 0JB,51.463975,-2.1357807
BA3 5JJ,51.22039,-2.4845824
WV16 6LP,52.448364,-2.3822442
CT1 1PU,51.277987,1.0982451
SS7 5SQ,51.566977,0.55256059
WA10 3AW,53.441623,-2.7650497
CV10 9NQ,52.524548,-1.5372835
RM18 8AD,51.462094,0.36532652
NR20 5JQ,52.749928,0.94018709
HS2 9DW,58.241915,-6.7815946
LE15 8EY,52.637738,-0.63009469
NR30 5AB,52.661953,1.720607
L14 6TT,53.41221,-2.8715482
DN2 6AD,53.51922,-1.1178993
NG5 9PB,53.012514,-1.1664355
GU5 0UB,51.18483,-0.52442053
SY5 7JB,52.621685,-2.7723846
IV40 8AE,57.28083,-5.7153802
DE13 8AA,52.76485,-1.7238609
SA11 5TA,51.735105,-3.6406049
WF10 4DD,53.719768,-1.3377159
CH47 2AF,53.391947,-3.1775555
TR15 3JL,50.233028,-5.2577508
PO3 5BZ,50.81537,-1.0643656
SE24 9NE,51.456768,-0.096315799
B19 1NH,52.502597,-1.9176211
LN11 7SB,53.418398,0.18811177
PA10 2DQ,55.830401,-4.53787
BD7 4EF,53.778933,-1.7879998
EC3M 1AJ,51.510488,-0.084652254
M8 4WA,53.52778,-2.2467219
YO61 1HQ,54.083318,-1.1357149
ME1 3JS,51.372897,0.48484528
BH11 8DU,50.758151,-1.9097385
EH11 4RH,55.924786,-3.2755633
SE3 9AD,51.463589,0.020508305
B23 6DN,52.524467,-1.8574748
LN2 3LU,53.306899,-0.4813499
PA2 0JZ,55.827556,-4.462555
WF13 2QQ,53.68877,-1.6424937
CH5 4DD,53.215452,-3.04769
TR2 5DG,50.158272,-5.0151053
PO32 6SP,50.758158,-1.2885327
NG8 2DS,52.955314,-1.2415756
GU7 3LH,51.196277,-0.60659329
EX17 5NH,50.810456,-3.746624
TA1 1NS,51.020281,-3.1044521
IV55 8WJ,57.447129,-6.7065726
DE21 5DE,52.967861,-1.4600842
SA14 6LR,51.79326,-4.0886708
N18 1RG,51.616179,-0.074890093
BR6 0PF,51.376346,0.10000645
SN16 9TJ,51.640984,-2.023767
BA9 9LJ,51.05607,-2.4116952
WV4 6NR,52.5551,-2.102685
ST1 1PS,53.027304,-2.1758052
WA12 9SL,53.457208,-2.6195916
CV2 1PB,52.449987,-1.4713652
RM5 3NX,51.59929,0.16221643
PE4 5EG,52.628534,-0.27943878
HS8 5SS,57.16606,-7.3729458
G61 2SS,55.919707,-4.3325271
LE17 5LS,52.486351,-1.158831
NR32 3DQ,52.484894,1.7199225
L19 3PF,53.368438,-2.9130665
DN22 0AD,53.330826,-0.82058135
MK43 8EP,52.162981,-0.62540578
BN1 2TA,50.823497,-0.14568756
BA12 0QR,51.138336,-1.9903446
B74 4BH,52.588781,-1.8308601
LS8 3AY,53.823098,-1.4867989
PE21 6EG,52.979177,-0.022388734
WR2 5AJ,52.187582,-2.2354254
CM9 8PR,51.770667,0.6879789
TW15 2TW,51.4328,-0.46116009
RG1 7QA,51.454809,-0.97589604
NP18 1AE,51.609532,-2.9540365
DL8 2HT,54.260917,-1.5290462
HP13 5SX,51.63878,-0.76290183
FK8 3DN,56.126154,-4.1725866
TN11 8RL,51.195857,0.21256387
KT9 1DR,51.374596,-0.30374228
DH2 3PA,54.822425,-1.5976339
DN35 0DW,53.548838,-0.024046755
SO51 8WA,50.990011,-1.4998389
NG12 2FD,52.94624,-1.0396317
ZE2 9AY,60.498839,-1.0545101
SW19 7PA,51.422308,-0.20931989
CW7 3HP,53.195983,-2.5034787
S60 1PJ,53.432297,-1.3571376
CF44 9JE,51.811511,-3.5511025
TN34 3EG,50.856097,0.58967308
PL25 4HB,50.345952,-4.7782514
IP12 2GG,52.129781,1.415193
GL5 4AN,51.748507,-2.2363346
AB21 9HB,57.179981,-2.1820161
LL17 0RE,53.257824,-3.4406761
OL7 9HD,53.497002,-2.1091278
DY11 7TA,52.334388,-2.22919
M19 1NQ,53.426613,-2.2101676
CA7 5JH,54.89714,-3.2028404
ME5 9UR,51.351681,0.50931976
BH25 7EA,50.735923,-1.6643196
EH44 6QX,55.61804,-3.0663402
